id_obj,disposition,pl_rade,pl_eqt,pl_orbper,st_teff,st_rad,st_logg,st_tmag,ra,dec,st_dist
239.01,CONFIRMED,9.8517709,1412.821789,4.1567834,6362.5,1.38831,4.59,10.9774,358.408479,-10.118118,353.539
2390.01,CANDIDATE,8.4965052,2177.929595,2.1192866,7022,1.99761,4.2,11.3641,5.128602,-61.386174,659.201
2391.01,CANDIDATE,21.4721115,1164.347268,7.8369842,5774.8,1.75826,4.4,12.937,10.162056,-60.880424,859.509
2392.01,CANDIDATE,3.28952,1431,5.9123675,6187.3,1.76,3.87,10.3998,83.783703,-64.11662,325.608
2392.02,CANDIDATE,2.96344,2021,3.4072141,6187.3,1.76,3.87,10.3998,83.783703,-64.11662,325.608
2392.03,CANDIDATE,2.4628421,1209.618714,9.1696498,6187.3,1.76167,3.87,10.3998,83.783703,-64.11662,325.608
2393.01,CANDIDATE,9.05304,653,18.84184,5603,1.1,4.35,12.0585,32.943352,-56.756226,372.18
2394.01,CANDIDATE,3.47575,1105,3.4977868,5356,0.81,4.59,11.9522,178.890769,-10.029102,236.363
2395.01,CANDIDATE,11.8276114,1036.75203,7.8686762,6394,1.13572,4.43,11.7622,175.879369,-7.296091,413.22
2396.01,CANDIDATE,8.891,1599,1.5099302,5735,1.76,3.96,11.4944,170.150082,-26.153136,469.613
2397.01,CANDIDATE,7.59354,1130,6.00327,5527,1.06,4.37,12.0749,18.496744,-6.826842,330.684
2398.01,CANDIDATE,8.75357,398,19.4061437,5099,0.82,4.55,11.6701,173.703285,-25.604717,195.153
2399.01,CANDIDATE,11.2463,1109,5.4681892,6597,1.61,4.16,11.738,175.472837,-21.796763,611.359
240.01,CANDIDATE,3.6117414,453.4125095,19.4723016,4333,0.702945,4.5109,10.7011,14.75491,-44.160869,74.881
2400.01,FALSE POSITIVE,5.37338,1993,1.0339,6444,2.28,3.84,10.7961,118.937216,-54.266268,465.461
2401.01,CANDIDATE,18.1157,1704,5.8681984,6294,3.1,3.55,9.0982,146.44726,-25.457737,323.506
2402.01,CANDIDATE,8.55825,999,5.5094951,5519,0.97,4.45,12.2668,156.527712,-17.262814,345.003
2403.01,CONFIRMED,21.9555549,2159.434157,1.8098811,6278.2,1.89121,3.97,9.02706,26.632936,2.700389,194.459
2404.01,CANDIDATE,4.2523478,751.630191,20.362741,6142,1.18003,4.35874,11.1464,98.442149,-74.190098,295.737
2404.02,FALSE POSITIVE,9.1295659,487.5546513,74.6068965,6142,1.18003,4.35874,11.1464,98.442149,-74.190098,295.737
2404.03,FALSE POSITIVE,9.5163991,487.555473,74.6065192,6142,1.18003,4.35874,11.1464,98.442149,-74.190098,295.737
2405.01,CANDIDATE,4.1930997,946.5097378,1.9792573,4001,0.756551,4.47278,12.5515,45.144066,-51.793599,153.332
2406.01,CONFIRMED,2.722618,410.2983965,3.0766835,3163,0.1966,5.0701,14.3109,8.806054,-3.372083,55.419
2407.01,CONFIRMED,3.7942392,657.0962083,2.7029187,3596,0.524573,4.71597,12.5264,49.746545,-46.458025,92.4366
2408.01,CANDIDATE,5.45543,787,9.4636148,4935,0.75,4.59823,11.9205,18.24241,-32.966016,186.328
2409.01,REFUTED,6.1709882,685.0551684,12.9696927,5017,0.972753,4.38114,11.2711,44.338399,-41.191773,187.553
241.01,CONFIRMED,12.9811619,1679.40501,1.3866519,6286,1.07661,4.438,10.9571,354.168696,-34.611304,232.98
2410.01,CANDIDATE,4.00703,1325,0.7988525,4785,0.86,4.45252,12.2478,19.626878,-0.056398,232.822
2411.01,CONFIRMED,1.7472713,1288.743126,0.782765,4099,0.727642,4.52,10.4238,20.922457,-8.701794,59.5362
2413.01,FALSE POSITIVE,12.4259675,914.4158726,13.4190392,5184.9,1.69269,3.9254,11.3882,332.188392,-18.992719,340.766
2414.01,CONFIRMED,12.9084635,1449.482283,1.7771109,5627,0.97906,4.45645,12.003,344.873588,-60.447819,327.506
2415.01,CANDIDATE,12.0910878,1196.556566,0.5153654,3558,0.617346,4.63662,14.9333,340.976993,-53.428366,341.299
2416.01,CONFIRMED,11.5451,942,8.2754608,5515.2,1.39,4.24,12.4333,57.338941,-60.787186,557.733
2417.01,FALSE POSITIVE,4.9031,993,4.83266,5485.4,1.83,3.9,10.2589,37.885227,-40.016204,257.337
2418.01,FALSE POSITIVE,7.41184,883,25.86696,5095,0.8,4.56,10.9166,39.725259,-27.324227,135.101
2419.01,CANDIDATE,3.61081,888,18.8812961,5924,1.35,4.14,10.4354,53.270375,-56.588436,245.495
242.01,FALSE POSITIVE,20.517917,1141.116626,6.340315,6083,1.2666,4.28983,12.5766,4.451423,-38.110855,577.489
2420.01,CONFIRMED,11.8252,1166,5.84259,5707,2.2,3.76,10.8285,14.826814,-19.771164,435.174
2421.01,CONFIRMED,10.753,1475,4.3474,5618,1.79,3.93,10.6918,33.154021,-35.390918,327.927
2424.01,FALSE POSITIVE,17.1909846,1258.376981,12.3750537,6173.5,2.36235,3.76326,10.2845,0.315071,-28.493223,410.945
2425.01,CANDIDATE,8.48837,364,50.6939885,5216,0.78,4.6039,11.2415,19.130697,-0.290103,159.676
2426.01,CANDIDATE,2.38239,1226,4.08165,5716,1.02,4.42,9.97008,43.811698,-20.78129,138.301
2427.01,CONFIRMED,1.99844,783,1.30613,4072,0.68,4.58,9.0138,52.291732,-31.362867,28.5147
2429.01,CANDIDATE,2.1949984,835.9337133,7.0846492,5517.8,0.842833,4.57,9.4752,36.363902,1.057529,87.0852
243.01,CANDIDATE,25.668105,1802.998945,3.4373093,6046,1.94932,4.29639,11.681,3.394115,-31.334403,709.175
2430.01,CANDIDATE,4.67495,1598,1.10071,6409,1.59,4.14,10.3682,46.558777,-9.810051,297.858
2431.01,CONFIRMED,5.59553,1998,0.224195,4079,0.68,4.58,9.5209,37.765299,8.381625,36.0559
2432.01,CANDIDATE,8.96794,1446,1.82738,6130.5,2.89,3.58,10.1849,45.112779,0.380842,463.05
2434.01,CANDIDATE,7.5531443,4522.764742,1.3808138,9431,3.83824,3.64947,9.06657,345.155415,46.032536,594.987
2437.01,CANDIDATE,4.1062551,1126.856402,5.1660127,5927,1.11457,4.37728,11.2571,37.938574,-5.514987,286.8
2439.01,CANDIDATE,5.0510341,679.0808773,14.3614789,5283,0.946146,4.438,11.2212,54.028395,1.933815,246.165
244.01,CONFIRMED,1.2711131,409.942287,7.397216,3342,0.407103,4.438,10.3475,10.569754,-36.717974,22.0337
2440.01,CANDIDATE,15.3572514,2092.161358,0.6461571,5256.8,1.14951,4.27128,11.0529,55.270024,-36.943731,212.588
2441.01,CANDIDATE,2.9698317,363.3971818,12.8900899,3478,0.46769,4.76582,12.8332,91.410152,-51.679614,84.5243
2441.02,CANDIDATE,2.0319062,481.205367,5.5514857,3478,0.46769,4.76582,12.8332,91.410152,-51.679614,84.5243
2442.01,FALSE POSITIVE,10.2267,1053,17.1217196,5762,1,4.44944,11.402,65.100654,-31.081604,262.475
2443.01,CONFIRMED,2.6868893,486.9971964,15.6692322,4214.44,0.732115,4.52845,8.2969,40.179861,1.199676,23.9258
2444.01,CANDIDATE,15.7358835,800.5813089,1.6473887,3556,0.594044,4.65625,13.6732,42.263784,-16.55928,190.748
2445.01,CONFIRMED,1.4062147,964.4647664,0.3711334,3333,0.272233,4.95786,13.1292,43.316155,0.052337,48.582
2446.01,CANDIDATE,4.2075538,690.8611696,18.685862,5926,0.987496,4.48242,10.208,50.942745,-31.265187,159.87
2448.01,FALSE POSITIVE,3.54998,1463,9.0182016,9671,1.78,4.33,10.0039,80.740227,-53.76459,490.818
2448.02,CANDIDATE,3.80858,1035,19.7580247,9671,1.78,4.33,10.0039,80.740227,-53.76459,490.818
2449.01,CONFIRMED,11.9082,1215,16.6542431,6054,1.08,4.43,9.8999,67.984371,-34.455533,156.786
245.01,CANDIDATE,12.5053,886,8.7709021,6208,1.46,4.438,8.5509,345.779176,-33.500473,127.272
2450.01,CANDIDATE,6.4171164,582.0683673,17.8832414,5426,0.776644,4.63305,11.4894,77.952525,6.795745,188.967
2451.01,FALSE POSITIVE,8.5611179,1174.242267,0.3438892,3199,0.540483,4.70217,15.8552,81.312676,-0.770748,361.474
2453.01,CANDIDATE,3.0014777,550.7815271,4.4414275,3609,0.502498,4.73522,12.4223,74.837485,12.936353,81.9043
2454.01,CANDIDATE,2.5051088,659.8835801,8.5063687,4431.2,0.82124,4.45,10.7047,64.32265,-7.766009,91.9976
2455.01,CANDIDATE,14.6186346,526.8565787,4.720489,3553,0.489916,4.74625,12.986,64.243824,14.771562,143.9793
2457.01,CANDIDATE,2.7591068,452.1179596,14.1993538,4045,0.631569,4.63657,10.8749,70.167322,-12.890726,61.425
2458.01,CONFIRMED,2.3797323,1396.050149,3.7369689,6092,1.32975,4.25,8.71008,79.621529,1.253439,112.958
2459.01,CONFIRMED,2.9365337,435.7259839,19.1047019,4195,0.675093,4.59888,9.3951,82.143332,-39.373046,36.6113
246.01,CONFIRMED,15.0953,916.2147815,7.8728937,5070,1.26,4.47933,11.2794,24.167869,-50.659308,169.272
2460.01,CANDIDATE,6.5688522,2362.227842,0.515461,5994,1.03783,4.44879,11.3357,79.528174,2.563675,279.5
2461.01,CONFIRMED,13.7037465,1406.029013,6.1802614,6513,1.73931,4.08,10.8243,78.91982,16.278699,372.632
2462.01,CANDIDATE,17.4453322,1012.88377,12.8643168,5365,1.82733,4.41,11.7884,77.314465,-5.557409,516.495
2463.01,CANDIDATE,11.6613557,1591.702371,10.6079445,6481,3.2125199,3.54495,9.0318,88.090245,-48.09086,332.825
2464.01,CONFIRMED,12.5471,1061,3.7684981,5160,0.87,4.49546,12.3352,87.679561,-27.623322,288.326
2465.01,CANDIDATE,3.1563691,1305.193848,3.759205,6808.4,1.01507,4.59,10.2994,76.737031,-18.904621,219.093
2466.01,CONFIRMED,18.7969,1973,2.6266983,6475,1.77,4.0609,12.0364,76.867332,16.867695,663.834
2467.01,CANDIDATE,1.7738475,1197.674065,1.7556616,4909,0.808741,4.52554,10.2712,65.717639,-12.677035,94.7639
2468.01,FALSE POSITIVE,11.2009,782,24.4232697,6102,2.37,3.75,10.3598,80.896099,-24.121296,421.726
2469.01,FALSE POSITIVE,23.4044,2006,2.3767548,6931,2.57,3.8,10.6749,70.308489,-15.672123,632.183
247.01,CONFIRMED,14.3752921,1233.145772,3.4252563,5540,1.11655,4.42136,11.9116,1.04657,-47.360635,352.464
2470.01,CANDIDATE,2.12356,687,7.1853092,4562,0.74,4.56,10.0632,70.428548,-0.600003,66.7536
2471.01,CANDIDATE,13.2476,1522,6.5857043,5908.4,2.88,3.55,10.4723,66.514805,-12.51168,499.452
2473.01,CANDIDATE,17.567,3579,1.2311781,6589.1,1.53,4.21,10.5347,74.374979,10.416737,284.183
2475.01,FALSE POSITIVE,4.82429,620,15.7925628,5600,1.37,4.16,10.7302,76.524234,10.594174,235.608
2477.01,CANDIDATE,12.9584,229,34.7769296,7505.2,1.96,4.09,10.2422,79.742457,15.203062,362.227
2478.01,CANDIDATE,2.737769,1385.595223,2.6473916,5748,1.1287,4.34,10.6827,73.554354,1.233623,209.93
2479.01,CANDIDATE,3.7858994,565.8728882,36.8382429,5363.1,1.2099299,4.08,9.354,79.709348,-36.037694,104.896
248.01,CANDIDATE,2.3197704,1046.719759,5.9910569,5711.7,1.12148,3.84,8.4642,34.684283,-54.859725,75.9529
2480.01,FALSE POSITIVE,9.40688,913,11.3543085,6421,1.92,3.98,10.8256,75.174905,-34.815988,470.356
2481.01,CANDIDATE,3.11124,766,11.994832,5567,0.86,4.56,10.6675,77.804406,2.427361,151.756
2483.01,FALSE POSITIVE,4.86539,1675,1.4853364,6137.7,1.51,4.19,10.1217,89.835166,-49.469569,259.299
2484.01,CANDIDATE,5.183,787,8.3272872,5632,0.89,4.54,10.8945,219.734215,37.02674,179.127
2485.01,CONFIRMED,12.196,1121,11.2347982,6016.4,1.72,4.01,10.9687,205.204322,22.983969,397.953
2487.01,CANDIDATE,15.364,1430,3.4024655,5822,1.21,4.3,12.8466,42.888322,-81.006992,646.188
2488.01,CANDIDATE,10.5027085,1187.300503,10.7668398,5394,2.3196101,4.4,10.6292,347.136174,-45.026493,385.238
2489.01,CANDIDATE,8.8281188,1528.347781,1.426951,5421,1.02349,4.6,11.2451,332.553092,-45.049614,215.394
249.01,CANDIDATE,2.2695325,570.3462995,6.6153188,4157,0.603418,4.59257,11.2738,14.080026,-38.949234,70.6272
2491.01,CANDIDATE,20.4068988,1608.314297,5.92777,8343,1.55754,4.36705,11.0233,87.283391,9.627515,533.726
2492.01,FALSE POSITIVE,17.4827,1118,10.1004307,6519,1.49,4.22,11.6749,90.099738,5.11447,421.423
2494.01,CANDIDATE,9.53663,800,8.3761316,5376,0.9,4.49858,10.7202,90.159529,0.131482,152.866
2494.02,CANDIDATE,2.23597,1257,2.4087648,5376,0.9,4.49858,10.7202,90.159529,0.131482,152.866
2495.01,CANDIDATE,1.8939264,379.9713444,7.795385,3356,0.352909,4.8711,12.2285,104.827007,-4.828274,43.0789
2496.01,CANDIDATE,22.9576146,741.6362852,1.5746828,3273,0.579963,4.66823,14.1969,91.196155,-32.580197,196.683
2497.01,CONFIRMED,11.7630857,1433.446712,10.655694,6715,2.49897,3.79727,9.14112,90.062588,11.884058,285.289
2498.01,CONFIRMED,4.774123,1352.358739,3.7382381,5938,1.2906801,4.25146,10.844,95.41622,11.251648,275.265
2499.01,CANDIDATE,17.7879,1400,2.5574812,5844,1.13,4.33,10.7996,89.456648,-11.418203,233.953
250.01,CONFIRMED,12.9621642,1602.745013,1.6284288,5700,1.0941,4.39502,11.5464,359.349028,-41.27722,309.137
2500.01,CANDIDATE,13.1598,1978,2.955314,7837,1.58,4.31121,11.619,96.69897,8.200979,702.71
2501.01,CANDIDATE,2.6350944,641.8756259,5.3262922,4066,0.658727,4.60684,11.6751,108.066593,-44.027544,93.8832
2502.01,CONFIRMED,13.070864,1762.199512,3.1413825,6534,1.73409,4.09026,13.6373,101.394805,-33.881692,1477.98
2503.01,CONFIRMED,13.2366563,1434.436694,1.6751568,5457,0.963518,4.44807,13.9819,94.444759,-35.706364,743.972
2504.01,CANDIDATE,15.2559264,1277.451376,13.5853506,8389,1.69485,4.29787,10.6358,97.214862,11.53189,508.561
2505.01,CANDIDATE,4.096,1297,2.8972041,5879,1.55,4.09,10.7015,95.486535,-11.541394,282.783
2507.01,CANDIDATE,2.7663379,676.7077743,17.3051476,5824,0.923281,4.53,9.4951,82.559826,-43.798459,103.454
2509.01,CANDIDATE,4.28924,2063,1.5339665,6694,1.92,4.02,10.7088,94.409738,-9.631072,446.952
251.01,CONFIRMED,2.8269897,1041.194266,4.9377227,5862,0.955756,4.51783,9.3258,353.062066,-37.255863,99.523
2510.01,FALSE POSITIVE,2.69714,1326,1.9785151,6317,1.23,4.35,10.0879,101.397361,-46.565471,204.166
2511.01,FALSE POSITIVE,9.70612,1906,0.7951534,6811,1.96,4.02,10.9539,104.752514,-7.897455,523.867
2512.01,CANDIDATE,2.03235,2502,2.3933087,6393,1.72,4.08,9.22605,93.509715,-20.997714,199.337
2513.01,CANDIDATE,3.9587,1727,2.5577037,6039,1.7,4.03,10.0509,94.027709,-21.279477,258.693
2514.01,CANDIDATE,2.10043,1181,6.3951381,5563,0.98,4.45,10.667,86.719534,-17.029089,173.764
2515.01,CANDIDATE,13.6737,1493,5.9016526,6127,1.74,4.02,10.1083,89.293899,-18.672245,281.448
2517.01,FALSE POSITIVE,5.07891,1726,2.6788253,6863,2.19,3.93,10.0386,99.172585,-23.309761,403.768
2518.01,CANDIDATE,2.18563,1095,6.8979432,6016,0.99,4.49,10.2282,105.44485,-34.919687,160.825
2519.01,CANDIDATE,2.29124,691,6.9551801,4742,0.75,4.57,10.2807,97.891717,-23.951598,81.856
252.01,CANDIDATE,5.0155627,1562.710308,1.0021853,5071,0.874822,4.48308,11.7497,57.553653,-63.053919,190.596
2520.01,CANDIDATE,1.39836,2128,2.0944084,5298,0.77,4.62,9.859901,106.841463,-11.436773,87.4053
2521.01,CANDIDATE,9.04133,1313,5.563087,5491.4,1.72,3.85,10.8218,93.529144,-8.062309,341.347
2522.01,CANDIDATE,1.66554,2033,2.0988541,5531,0.97,4.45,9.1239,107.118513,-12.147866,84.5017
2523.01,CANDIDATE,2.86438,1200,4.6410823,5809,1.12,4.36,10.1424,95.809871,-11.348617,166.257
2524.01,CONFIRMED,13.1612,1061,7.1858029,5758.3,1.19,4.3,12.1772,160.886843,-1.912698,438.842
2525.01,CONFIRMED,9.7267129,512.9721403,23.3418536,4944,0.824284,4.51,13.4006,86.850974,-60.521308,395.398
2525.02,CONFIRMED,10.3670919,399.9626824,49.2445599,4944,0.824284,4.51,13.4006,86.850974,-60.521308,395.398
2526.01,CANDIDATE,11.7844,1268,8.011385,5923,1.29,4.25,11.0586,270.134849,-65.613808,302.145
2527.01,CANDIDATE,12.146,2270,2.3018922,6919,3.45,3.54,11.1673,136.653301,-50.48045,743.085
2528.01,CANDIDATE,8.72604,1056,11.7248927,5980,0.91,4.56,12.9363,188.834597,-18.029479,513.431
253.01,CANDIDATE,1.328654,723.3731892,3.5104148,4020,0.639371,4.438,9.3626,14.318503,-51.585251,30.8431
2531.01,CANDIDATE,10.1405034,789.8623006,8.1484094,5320,0.873132,4.52,12.4329,52.531218,-60.875623,314.693
2532.01,CANDIDATE,9.46753,721,16.7224532,5560,0.88,4.54,12.646,201.167653,-19.89616,363.49
2533.01,CANDIDATE,9.65352,1008,6.6857865,6144.3,1.13,4.4,11.6417,212.638797,26.42343,368.409
2535.01,CANDIDATE,9.85518,566,16.4452725,5278,0.88,4.51,12.7024,185.529463,-24.943187,343.587
2537.01,CONFIRMED,14.5890881,421.2871907,94.0997954,4696.7,1.0143,4.54,12.0294,54.388266,10.057746,184.986
2538.01,CANDIDATE,12.2597,2282,2.9103781,7340.8,3.5,4.09,10.597,95.226318,-7.29894,906.746
2539.01,CANDIDATE,5.2012051,2118.846545,0.985586,5799.4,1.38013,4.11,11.5606,93.038442,-30.787931,386.525
254.01,REFUTED,3.283981,696.8959687,20.186539,6101,1.01859,4.48196,9.8343,351.705383,-11.725573,133.3143
2540.01,CANDIDATE,2.5924633,477.2453303,12.7187255,4036.3,0.661076,4.65,8.2731,82.558548,-42.697946,19.1419
2540.02,CANDIDATE,2.28729,435,22.0819969,4036.3,0.66,4.65,8.2731,82.558548,-42.697946,19.1419
2541.01,CANDIDATE,8.14924,2858,1.4118418,7839.6,3.52,4.13,9.9048,80.508824,-25.722355,737.809
2543.01,CONFIRMED,10.8099759,1331.039395,7.5427509,6349.8,1.86619,4.11,10.8165,136.596917,3.56767,426.798
2544.01,FALSE POSITIVE,15.3646915,952.5129011,21.0689935,5441,1.98859,4.41,10.7607,120.153396,-54.509002,377.872
2545.01,CONFIRMED,2.5576021,1022.986578,7.9940367,5846.29,1.25324,4.26525,8.90594,135.545803,-3.420819,107.118
2546.01,CANDIDATE,18.7156,974,2.1811989,6125.96,1.46,4.17403,11.8215,120.969221,11.135462,515.356
2547.01,CONFIRMED,13.1879107,1418.56206,2.3114203,5785.79,1.07008,4.39543,11.302,133.324298,8.523017,273.703
2548.01,CONFIRMED,12.0756,676,8.5234958,5238,0.84,4.54438,10.0471,131.106996,1.859893,100.588
2548.02,CONFIRMED,4.98711,1719,1.4468993,5238,0.84,4.54438,10.0471,131.106996,1.859893,100.588
255.01,CONFIRMED,12.0658006,1269.891815,2.8126485,5700,1.00957,4.39704,13.7426,346.075086,-21.272017,745.116
2550.01,FALSE POSITIVE,5.7395383,827.1534677,9.0702531,5509.1,0.916742,4.52,10.7757,122.228117,12.207623,182.937
2551.01,CANDIDATE,7.79881,1355,5.436841,7980,1.49,4.37685,11.7664,112.515604,-11.79048,730.421
2552.01,CANDIDATE,3.0793796,847.8780456,2.3701119,4007,0.684741,4.56359,11.8762,115.918702,-10.257081,102.256
2553.01,CANDIDATE,11.5945537,936.3549718,8.3848067,5757.5,1.02264,4.29,11.8225,121.852319,-49.602939,339.025
2554.01,FALSE POSITIVE,17.7665063,1574.660202,6.2636501,6969.2,2.04438,4.17,10.5484,126.755088,-20.680147,483.922
2556.01,CANDIDATE,9.5021286,1078.778438,8.0149323,5886.2,1.3302799,4.25,10.7003,128.702871,8.569483,277.281
2558.01,CANDIDATE,12.0078948,805.3455558,17.7859152,5834,1.38395,4.25,11.6919,128.24579,-25.256245,400.905
2559.01,CANDIDATE,14.9915,1093,4.2002507,5709.9,0.91,4.53,13.1141,312.011689,-35.842605,502.887
256.01,CONFIRMED,1.8439453,157.0898896,24.7373412,3131,0.215535,5.05701,11.2991,11.248632,-15.274109,14.9861
256.02,CONFIRMED,1.5659937,394.3844097,3.7779418,3131,0.215535,5.05701,11.2991,11.248632,-15.274109,14.9861
2560.01,CANDIDATE,13.8379,1117,3.5511203,5321,0.98,4.42,13.5328,332.759205,-27.295719,594.274
2561.01,CANDIDATE,15.2778,1553,2.7754004,5905,1.62,4.05,12.1504,318.600471,66.404803,581.074
2562.01,CANDIDATE,13.766,1256,4.0483695,6054,1.24,4.3,12.5945,292.018975,77.378608,587.158
2563.01,CANDIDATE,13.248,907,5.0182311,5487,1.02,4.41,13.3848,310.743276,70.275792,501.58
2564.01,CANDIDATE,11.5792771,1237.032256,3.7257237,5698,1.1429501,4.33,12.4683,123.272901,9.447684,486.785
2565.01,CANDIDATE,11.7222736,1588.939866,3.9704457,5840,1.89732,3.9,12.3642,117.047514,2.123685,801.435
2566.01,CANDIDATE,8.4263554,900.6689155,4.2102425,4927.6,0.816613,4.52,13.0599,195.312675,58.419067,343.975
2567.01,CONFIRMED,10.7016592,1278.936805,5.9839451,5609,1.71761,3.96,11.7489,288.465668,66.347938,504.775
2568.01,CANDIDATE,15.9782,1799,3.4843271,7250,1.57,4.26,12.104,115.680423,1.361299,751.206
2569.01,CANDIDATE,9.79059,871,13.1147744,5496.1,1.54,4.04,11.1769,67.278845,-1.909532,317.912
257.01,CONFIRMED,6.3790962,972.3814218,18.3877081,6382.7,1.76557,4.05,7.0286,47.517261,-50.832263,76.9028
2570.01,CONFIRMED,14.0699828,1307.243508,2.9887654,5639,1.12141,4.34,11.9775,87.18804,32.084043,361.857
2572.01,CANDIDATE,11.8109,1678,3.5985851,6303,1.45,4.21,13.258,114.263688,6.716773,1038.2
2573.01,CANDIDATE,15.1889,1150,4.5815438,5525,1.07,4.37,13.1657,336.709476,-39.789358,593.937
2574.01,CANDIDATE,19.0204,1137,4.4817684,6734,1.25,4.41,12.881,232.809527,79.267227,834.038
2575.01,CANDIDATE,13.924729,1551.431536,3.1711207,6140,1.45618,4.18,13.152,153.799642,72.010236,928.149
2576.01,CANDIDATE,13.5313,1377,3.8229149,6166.4,1.21,4.34,12.2323,83.653961,30.406374,430.46
2577.01,CANDIDATE,13.2544,1635,3.7494409,7899,1.89,4.16,11.5955,112.022979,-34.343112,786.59
2578.01,CANDIDATE,14.7324849,1444.339547,3.4580018,6427.8,1.2663,4.35,10.5863,68.052102,52.252655,285.53
2579.01,CONFIRMED,15.2308,1432,3.7146478,5783,1.32,4.21,10.9101,157.412341,70.527083,281.498
258.01,FALSE POSITIVE,15.146461,1867.79028,3.1901569,6474.57,1.98958,4.26363,11.0932,85.467425,-56.740455,530.555
2580.01,CONFIRMED,18.3834,1870,3.397862,6590,1.83,4.05,10.8064,62.199207,67.116526,379.253
2581.01,CANDIDATE,12.4141,1253,3.5838508,5450,1.08,4.35,12.9754,65.854872,-10.471779,515.179
2583.01,CONFIRMED,13.7321,1440,4.52074,6050,1.49,4.14,12.0453,272.267029,45.3369,566.189
2584.01,CANDIDATE,16.2589,1290,4.6965638,6502.7,1.43,4.25,12.731,125.108796,7.588913,840.101
2585.01,FALSE POSITIVE,1.90189,1065,4.0266483,5276.5,0.78,4.6,9.8961,132.541715,-2.979643,89.409
2586.01,CANDIDATE,12.6233,1223,9.5835608,5781,1.91,3.89,10.505,125.421468,6.334945,336.733
2587.01,CONFIRMED,10.9408,1230,5.4566563,5674.8,1.72,4.04,10.9657,115.93171,-1.073333,373.675
2588.01,CANDIDATE,10.0104,1016,3.587158,6495.7,1.75,4.26,10.6713,109.05005,-45.214851,413.058
2589.01,CONFIRMED,11.7392,601,61.6277,5581,1.07,4.16,10.7211,107.48815,-37.230948,200.273
259.01,CONFIRMED,12.2562719,1235.07535,2.4238226,5410,0.93,4.47919,12.3993,3.903273,-11.938264,364.512
2590.01,CANDIDATE,1.77725,2547,0.7460577,6162,1.13,4.4,9.47351,97.800408,3.470486,139.151
2591.01,FALSE POSITIVE,20.982,1104,8.493027,6287,1.41,4.23,10.7669,98.024193,11.852283,316.228
2593.01,CANDIDATE,6.70217,1836,1.4711386,6514,2.19,3.88,10.3513,105.223561,8.095671,436.802
2595.01,CANDIDATE,3.32507,1336,3.817421,6033.7,1.02,4.47,10.7212,91.399969,14.356915,212.383
2596.01,CANDIDATE,6.81631,432,16.2709828,4811,0.87,4.45,10.9058,98.01194,-5.479794,127.734
2597.01,CANDIDATE,9.20389,1846,3.6039259,7080,3.05,3.67,9.536,99.021022,8.430202,457.178
2598.01,FALSE POSITIVE,21.0528,588,5.73436,4405,0.86,4.41,10.9766,91.233761,-1.134248,107.256
2599.01,CANDIDATE,11.1924,2009,4.1554362,6352,3.53,3.44,10.9402,103.357151,7.266611,836.394
260.01,CONFIRMED,1.9840882,455.6136246,13.4758478,4111,0.618173,4.6461,8.4991,4.773018,-9.96615,20.1852
2602.01,CANDIDATE,18.5228447,1367.749966,7.234064,6770,1.73783,4.11942,11.83,136.507536,-39.548224,622.34
2604.01,CONFIRMED,15.9619759,1680.067326,4.9088819,6606,2.09179,3.93691,12.487,144.287609,-29.800444,1080.15
2605.01,CANDIDATE,8.1782864,347.8112006,20.6006151,3821,0.494575,4.74216,10.4767,124.356588,-34.466852,36.2852
2606.01,CANDIDATE,20.5418,1944,1.4509175,6472,1.24,4.37386,11.7785,132.301391,-60.334982,442.105
2607.01,REFUTED,3.1159001,1913.020111,2.2338786,6422.3,1.65992,4.10848,9.1251,86.018583,-59.946092,176.841
2608.01,CANDIDATE,12.5337443,1325.499846,4.724665,5385.7,1.5727,4.4,13.2247,69.427367,-80.507846,884.523
2609.01,CANDIDATE,6.3506237,1959.38875,1.1645141,5979,1.23369,4.29665,11.4514,152.492231,-12.178676,347.307
261.01,CONFIRMED,3.0449863,1387.063658,3.3639254,5890.3,1.28018,3.92,9.03971,15.218141,-24.423993,114.495
261.02,CONFIRMED,3.3482223,1007.525683,13.0393586,5890.3,1.31383,3.92,9.03971,15.218141,-24.423993,114.495
2610.01,FALSE POSITIVE,16.0166732,603.8106997,2.1538959,3148,0.483749,4.75166,15.8953,118.049909,-48.498597,296.761
2611.01,REFUTED,5.16324,2713,0.7320175,5458,0.81,4.4,13.5294,335.268299,-64.71227,541.431
2613.01,CANDIDATE,21.1122163,780.2446961,15.2010859,6042,1.0687701,4.43,13.1488,22.910564,-67.609909,683.482
2615.01,CANDIDATE,12.4983488,1415.667791,2.2687617,5690,1.0785,4.38,13.2052,11.477733,-66.833497,639.15
2616.01,CANDIDATE,13.5946,1418,1.8531628,5355,0.68,4.46,13.426,34.562228,-64.806837,401.511
2617.01,CANDIDATE,16.8683,958,6.3187442,4961,0.98,4.43,13.1982,96.953582,-58.051575,467.32
2618.01,CANDIDATE,11.8684,1764,8.2500143,7386.5,1.59,4.2,12.0635,67.774353,-68.033517,766.74
262.01,CONFIRMED,2.0671456,700.5241733,11.1452784,5302.58,0.848675,4.53515,8.1345,32.534687,-31.070627,43.932
2620.01,CANDIDATE,17.6401,887,10.3558635,5896,1.26,4.27,12.9873,42.919909,-80.675467,662.246
